Time,Subsystem 0,Subsystem 1,Subsystem 2,Subsystem 3,Subsystem 4,Subsystem 5,Subsystem 6,Subsystem 7,Subsystem 8,Subsystem 9,Subsystem 10,Subsystem 11,Subsystem 12,Subsystem 13,Subsystem 14,Subsystem 15,Subsystem 16,Subsystem 17,Subsystem 18,Subsystem 19,Subsystem 20,Subsystem 21,Subsystem 22,Subsystem 23,Subsystem 24,Subsystem 25,Subsystem 26,Subsystem 27,Subsystem 28,Subsystem 29,Subsystem 30,Subsystem 31,Subsystem 32,Subsystem 33,Subsystem 34,Subsystem 35,Subsystem 36,Subsystem 37,Subsystem 38,Subsystem 39,Subsystem 40,Subsystem 41,Subsystem 42,Subsystem 43,Subsystem 44,Subsystem 45,Subsystem 46,Subsystem 47,Subsystem 48,Subsystem 49,Subsystem 50,Subsystem 51,Subsystem 52,Subsystem 53,Subsystem 54,Subsystem 55,Subsystem 56,Subsystem 57,Subsystem 58,Subsystem 59,Subsystem 60,Subsystem 61,Subsystem 62,Subsystem 63,Subsystem 64,Subsystem 65,Subsystem 66,Subsystem 67,Subsystem 68,Subsystem 69,Subsystem 70,Subsystem 71,Subsystem 72,Subsystem 73,Subsystem 74,Subsystem 75,Subsystem 76,Subsystem 77,Subsystem 78,Subsystem 79,Subsystem 80,Subsystem 81,Subsystem 82,Subsystem 83,Subsystem 84,Subsystem 85,Subsystem 86,Subsystem 87,Subsystem 88,Subsystem 89,Subsystem 90,Subsystem 91,Subsystem 92,Subsystem 93,Subsystem 94,Subsystem 95,Subsystem 96,Subsystem 97,Subsystem 98,Subsystem 99,Subsystem 100,Subsystem 101,Subsystem 102,Subsystem 103,Subsystem 104,Subsystem 105,Subsystem 106,Subsystem 107,Subsystem 108,Subsystem 109,Subsystem 110,Subsystem 111,Subsystem 112,Subsystem 113,Subsystem 114,Subsystem 115,Subsystem 116,Subsystem 117,Subsystem 118,Subsystem 119,Subsystem 120,Subsystem 121,Subsystem 122,Subsystem 123,Subsystem 124,Subsystem 125,Subsystem 126,Subsystem 127,Subsystem 128,Subsystem 129,Subsystem 130,Subsystem 131,Subsystem 132,Subsystem 133,Subsystem 134,Subsystem 135,Subsystem 136
463,0.132150,0.072377,0.048971,0.000000,0.143853,0.350540,0.202546,0.227752,0.216512,0.152469,0.056996,0.165329,0.029424,0.100247,0.188395,0.237366,0.093621,0.175720,0.236754,0.215067,0.182071,0.171502,0.083539,0.063374,0.001235,0.000000,0.242565,0.053129,0.068956,0.016024,0.062963,0.020988,0.137005,0.157008,0.035685,0.057737,0.114506,0.008951,0.088868,0.115514,0.068689,0.140432,0.087716,0.406353,0.088220,0.110077,0.227824,0.266635,0.222047,0.000000,0.018519,0.058110,0.241111,0.215509,0.312670,0.249872,0.323102,0.166142,0.157356,0.157536,0.046811,0.084979,0.195255,0.096412,0.082459,0.074177,0.016474,0.042670,0.000000,0.056533,0.229282,0.114236,0.005918,0.295894,0.110227,0.597868,0.000000,0.000000,0.000000,0.292387,0.243176,0.075077,0.141692,0.402716,0.167006,0.253858,0.373495,-0.000000,0.000000,0.023495,0.015664,0.000000,0.000000,0.057253,0.048611,0.000000,0.000000,0.236934,0.202222,0.308916,0.104136,-0.000000,0.182922,0.169599,0.335340,0.025926,0.073097,0.094306,0.052176,0.000278,0.064167,0.013580,0.029938,-0.000000,0.337757,0.061934,0.000000,0.254938,0.188323,0.041229,0.018004,0.142593,0.410854,0.025566,0.000720,0.037449,0.258179,0.009722,0.082459,0.096862,0.176890,0.063194,0.184542,0.087140,0.192554,0.017824,0.014907
464,0.132150,0.072197,0.048971,0.000000,0.143853,0.342438,0.202546,0.232253,0.214506,0.144599,0.055658,0.164712,0.027881,0.094342,0.187819,0.237078,0.089444,0.164738,0.236937,0.210059,0.181973,0.169547,0.079115,0.062654,0.001543,0.000000,0.241386,0.051557,0.068956,0.014763,0.060802,0.020679,0.131753,0.158349,0.034717,0.057737,0.111111,0.008642,0.086132,0.116235,0.067795,0.132366,0.086276,0.390869,0.088220,0.106620,0.228148,0.266635,0.228752,0.000000,0.018519,0.058706,0.238086,0.214861,0.310749,0.242609,0.312083,0.161821,0.157356,0.147994,0.039969,0.087500,0.185532,0.117207,0.088220,0.068416,0.015123,0.042670,0.000000,0.066615,0.221991,0.108565,0.005354,0.333092,0.105682,0.612441,0.000000,0.000000,0.000000,0.210288,0.241495,0.073097,0.141692,0.399475,0.166574,0.221451,0.396181,-0.000000,0.000000,0.023495,0.016204,0.000000,0.000000,0.070486,0.046181,0.000000,0.000000,0.224451,0.196389,0.307225,0.095062,-0.000000,0.168519,0.167798,0.305864,0.025926,0.067335,0.082639,0.053796,0.000278,0.064815,0.012346,0.029012,-0.000000,0.339918,0.062654,0.000000,0.233693,0.188323,0.039249,0.016924,0.147994,0.389249,0.027006,-0.000000,0.038889,0.258179,0.009722,0.090741,0.096862,0.168519,0.057523,0.173020,0.087140,0.200656,0.013773,0.015231
465,0.132150,0.072197,0.048971,0.000000,0.143853,0.331816,0.202546,0.236754,0.213889,0.137809,0.055247,0.163477,0.027778,0.089444,0.190412,0.236664,0.085844,0.155015,0.236926,0.206229,0.179812,0.167181,0.075000,0.061934,0.001235,0.000000,0.242761,0.049888,0.068956,0.013683,0.059259,0.020679,0.126501,0.161143,0.034046,0.057737,0.106481,0.008333,0.083395,0.116955,0.066826,0.125021,0.084403,0.375926,0.088220,0.103164,0.229552,0.265852,0.234451,0.000000,0.018519,0.059376,0.234522,0.215077,0.313990,0.235010,0.310571,0.160633,0.157356,0.140072,0.035648,0.090741,0.175000,0.137731,0.083179,0.063014,0.014313,0.042670,0.000000,0.077058,0.210108,0.105864,0.004791,0.366345,0.103283,0.605782,0.000000,0.000000,0.000000,0.180041,0.250857,0.073097,0.141692,0.394938,0.164630,0.241705,0.410764,-0.000000,0.000000,0.023495,0.016204,0.000000,0.000000,0.091281,0.039429,0.000000,0.000000,0.210528,0.191204,0.303141,0.082747,-0.000000,0.155916,0.168879,0.277623,0.025926,0.063014,0.071296,0.054769,0.000278,0.065463,0.011265,0.029012,-0.000000,0.342798,0.062654,0.000000,0.201286,0.188323,0.038529,0.016024,0.148714,0.352160,0.027726,-0.000000,0.040689,0.258179,0.009722,0.096502,0.096862,0.159606,0.053202,0.161497,0.087140,0.202276,0.012963,0.016204
466,0.132150,0.072016,0.048971,0.000000,0.143853,0.323714,0.202546,0.228472,0.213889,0.131944,0.054630,0.161728,0.026543,0.084547,0.190700,0.237386,0.082099,0.146373,0.236916,0.202203,0.179321,0.166358,0.070885,0.060700,0.001543,0.000000,0.241484,0.048316,0.068956,0.012603,0.056481,0.020370,0.121472,0.162931,0.033227,0.057737,0.103704,0.008333,0.080802,0.117963,0.065858,0.119691,0.082675,0.361523,0.088220,0.099923,0.229985,0.264511,0.239480,0.000000,0.018519,0.059749,0.230957,0.219506,0.316428,0.227299,0.301821,0.158796,0.157356,0.133771,0.042490,0.093261,0.171219,0.156096,0.070576,0.061574,0.015934,0.042670,0.000000,0.095422,0.198765,0.100733,0.004227,0.390298,0.098611,0.561645,0.000000,0.000000,0.000000,0.141152,0.255898,0.071476,0.141692,0.389537,0.162469,0.210918,0.424267,-0.000000,0.000000,0.023495,0.015934,0.000000,0.000000,0.107215,0.037269,0.000000,0.000000,0.195165,0.187963,0.298534,0.072160,-0.000000,0.143673,0.162397,0.252315,0.038169,0.059774,0.061574,0.056065,0.000278,0.066111,0.010494,0.024537,-0.000000,0.346039,0.067695,0.000000,0.182922,0.188323,0.037449,0.016204,0.153395,0.318313,0.028086,-0.000000,0.042130,0.258179,0.009722,0.103344,0.096862,0.155015,0.047261,0.151595,0.087140,0.202546,0.012153,0.017176
467,0.132150,0.070936,0.048971,0.000000,0.143853,0.314892,0.202546,0.233153,0.213889,0.125154,0.054115,0.160082,0.025309,0.080370,0.191132,0.227597,0.078930,0.138812,0.237056,0.197685,0.177160,0.165844,0.067181,0.059568,0.001235,0.000000,0.240600,0.046942,0.068956,0.011703,0.056173,0.019753,0.116778,0.161143,0.032482,0.057737,0.101543,0.008333,0.078498,0.119403,0.064964,0.115658,0.081091,0.348920,0.088220,0.097330,0.231173,0.262723,0.244732,0.000000,0.018519,0.060270,0.229120,0.220046,0.317874,0.220706,0.304522,0.154907,0.157356,0.131250,0.047891,0.094342,0.167438,0.176890,0.057613,0.060134,0.017554,0.042670,0.000000,0.122788,0.191204,0.094522,0.003663,0.414251,0.095328,0.508335,0.000000,0.000000,0.000000,0.120267,0.259499,0.074717,0.141692,0.384136,0.159877,0.231713,0.416975,-0.000000,0.000000,0.023495,0.016744,0.000000,0.000000,0.117477,0.031867,0.000000,0.000000,0.179561,0.184290,0.293958,0.063086,-0.000000,0.131430,0.153395,0.229475,0.038169,0.057613,0.052500,0.056065,0.000278,0.066111,0.010494,0.024537,-0.000000,0.351080,0.069136,0.000000,0.164558,0.188323,0.036548,0.015484,0.150874,0.292387,0.029527,-0.000000,0.043210,0.258179,0.009722,0.109825,0.096862,0.149074,0.041319,0.142233,0.087140,0.202276,0.011343,0.017824
468,0.132150,0.069856,0.048971,0.000000,0.143853,0.308410,0.202546,0.233153,0.213889,0.119136,0.053704,0.158230,0.024486,0.076193,0.191852,0.227007,0.076337,0.132150,0.237176,0.192775,0.177848,0.163272,0.063786,0.058333,0.001543,0.000000,0.240208,0.045469,0.068956,0.010802,0.054938,0.019136,0.112197,0.156450,0.032109,0.057737,0.099383,0.008333,0.076337,0.119979,0.064442,0.110329,0.079506,0.334336,0.088220,0.094738,0.232037,0.260824,0.248978,0.000000,0.018519,0.060643,0.224367,0.219614,0.319481,0.213777,0.304306,0.150586,0.157356,0.128009,0.052932,0.094702,0.156906,0.195525,0.058333,0.059414,0.019985,0.043210,0.000000,0.151955,0.179591,0.088310,0.003100,0.442432,0.090783,0.463426,0.000000,0.000000,0.000000,0.102984,0.255418,0.075617,0.141692,0.382407,0.158580,0.201196,0.401582,-0.000000,0.000000,0.023495,0.016474,0.000000,0.000000,0.126119,0.029167,0.000000,0.000000,0.166358,0.177809,0.291104,0.055309,-0.000000,0.120628,0.139352,0.208796,0.012243,0.060494,0.043102,0.056389,0.000278,0.066111,0.010494,0.021142,-0.000000,0.359002,0.069136,0.000000,0.141512,0.188323,0.036368,0.015664,0.152675,0.271502,0.029527,-0.000000,0.041049,0.258179,0.009722,0.123868,0.096862,0.143673,0.038619,0.133230,0.087140,0.200116,0.010532,0.019444
469,0.132150,0.068236,0.048971,0.000000,0.143853,0.297968,0.202546,0.223791,0.213889,0.113426,0.053292,0.156584,0.023354,0.072305,0.189403,0.228143,0.074177,0.126029,0.237274,0.187570,0.175982,0.161317,0.060391,0.057613,0.001235,0.000000,0.239226,0.043897,0.068956,0.010082,0.054012,0.018519,0.107838,0.153097,0.031439,0.057737,0.097840,0.008333,0.074321,0.120267,0.063399,0.112922,0.079074,0.321013,0.088220,0.091497,0.231929,0.258477,0.252778,0.000000,0.018519,0.061015,0.221883,0.219398,0.321012,0.208972,0.305386,0.145941,0.157356,0.126209,0.057613,0.094342,0.146914,0.210918,0.056893,0.062294,0.023495,0.042670,0.000000,0.180041,0.166898,0.084799,0.003100,0.462440,0.087247,0.413636,0.000000,0.000000,0.000000,0.093621,0.251097,0.075617,0.141692,0.381111,0.156420,0.181481,0.386458,-0.000000,0.000000,0.024035,0.016204,0.000000,0.000000,0.134491,0.029167,0.000000,0.000000,0.144993,0.172840,0.293096,0.048179,-0.000000,0.111986,0.127829,0.198457,0.012243,0.061214,0.035000,0.056389,0.000278,0.044074,0.008488,0.021142,-0.000000,0.365844,0.056893,0.000000,0.122428,0.188642,0.036188,0.014943,0.149434,0.245216,0.029527,-0.000000,0.038889,0.258179,0.009722,0.133230,0.096862,0.139082,0.039159,0.124228,0.087140,0.197955,0.009722,0.021065
470,0.132150,0.067515,0.048971,0.000000,0.143853,0.288246,0.202546,0.216770,0.213889,0.108488,0.052366,0.154527,0.023251,0.068128,0.187387,0.218211,0.072160,0.120087,0.237830,0.182267,0.174509,0.158642,0.057510,0.056481,0.001543,0.000000,0.239913,0.042424,0.068956,0.009362,0.052778,0.018210,0.103927,0.148962,0.030768,0.057737,0.095370,0.008025,0.072449,0.120700,0.062282,0.108745,0.078066,0.311471,0.088220,0.088364,0.233009,0.255572,0.256354,0.000000,0.018519,0.061313,0.218210,0.220154,0.323120,0.203496,0.304738,0.141620,0.157356,0.128189,0.060494,0.093261,0.136921,0.219830,0.060494,0.065535,0.025656,0.042130,0.000000,0.194444,0.153395,0.081289,0.002536,0.478502,0.083207,0.368266,0.000000,0.000000,0.000000,0.087860,0.246296,0.075617,0.141692,0.381327,0.156204,0.204977,0.365664,-0.000000,0.000000,0.024576,0.015394,0.000000,0.000000,0.147724,0.028086,0.000000,0.000000,0.133711,0.166358,0.293836,0.043210,-0.000000,0.103344,0.113786,0.181636,0.012243,0.062294,0.040509,0.056713,0.000278,0.027222,0.008488,0.017747,-0.000000,0.374486,0.037449,0.000000,0.108385,0.189182,0.035648,0.015123,0.151055,0.220370,0.029527,-0.000000,0.036008,0.258179,0.009722,0.140072,0.096862,0.132060,0.037269,0.116127,0.087140,0.195255,0.009722,0.022037
471,0.132150,0.068776,0.048971,0.000000,0.143853,0.278884,0.202546,0.209748,0.213889,0.103549,0.052058,0.152778,0.023354,0.064959,0.184794,0.218765,0.070288,0.115226,0.238608,0.177062,0.172840,0.156379,0.054630,0.055556,0.001235,0.000000,0.238833,0.041049,0.068956,0.008822,0.051852,0.017901,0.100239,0.144045,0.030098,0.057737,0.094136,0.007716,0.070720,0.121276,0.061239,0.103704,0.076626,0.300129,0.088220,0.085340,0.233117,0.252443,0.257136,0.000000,0.018519,0.061760,0.214213,0.220262,0.323257,0.200367,0.307330,0.138704,0.157356,0.129450,0.073097,0.092541,0.128279,0.233873,0.047531,0.072016,0.026196,0.041590,0.000000,0.217850,0.144213,0.075617,0.002536,0.484138,0.079545,0.324663,0.000000,0.000000,0.000000,0.087140,0.239575,0.078678,0.141692,0.378519,0.151883,0.179861,0.339738,-0.000000,0.000000,0.025116,0.014313,0.000000,0.000000,0.151505,0.028086,0.000000,0.000000,0.116427,0.161389,0.288858,0.037809,-0.000000,0.096142,0.100463,0.165123,0.012243,0.062654,0.032731,0.056065,0.000278,0.022037,0.008488,0.017747,-0.000000,0.381327,0.052572,0.000000,0.102263,0.189847,0.034388,0.014403,0.149603,0.198405,0.029527,-0.000000,0.033848,0.258179,0.009722,0.146193,0.096862,0.125849,0.032137,0.108205,0.087140,0.192554,0.009722,0.022685
472,0.132150,0.070036,0.048971,0.000000,0.143853,0.270242,0.202546,0.200386,0.213889,0.098765,0.051337,0.151132,0.020782,0.060782,0.182058,0.218298,0.068704,0.110185,0.239515,0.172054,0.171170,0.154527,0.051955,0.054321,0.001543,0.000000,0.242368,0.039871,0.068956,0.008282,0.051235,0.017284,0.096663,0.141922,0.029502,0.057737,0.089815,0.007407,0.068992,0.121708,0.060345,0.099527,0.075041,0.287166,0.088220,0.082639,0.220694,0.249649,0.258589,0.000000,0.018519,0.062282,0.209352,0.220694,0.327355,0.196456,0.296960,0.134923,0.157356,0.131070,0.074177,0.093981,0.119637,0.243866,0.061214,0.082099,0.027006,0.041049,0.000000,0.248457,0.136381,0.070486,0.001973,0.483293,0.075758,0.284007,0.000000,0.000000,0.000000,0.084979,0.232373,0.080118,0.141692,0.375710,0.148210,0.159066,0.321644,-0.000000,0.000000,0.025656,0.013233,0.000000,0.000000,0.153665,0.019985,0.000000,0.000000,0.108745,0.156636,0.284304,0.037160,-0.000000,0.091821,0.089300,0.153086,0.012243,0.063374,0.026898,0.052176,0.000278,0.022037,0.008488,0.017747,-0.000000,0.388889,0.030247,0.000000,0.094702,0.191203,0.033488,0.014583,0.149902,0.178961,0.029527,-0.000000,0.032407,0.258179,0.009722,0.149074,0.096862,0.120177,0.034568,0.100463,0.087140,0.188773,0.009722,0.023657
473,0.132150,0.068236,0.048971,0.000000,0.143853,0.241615,0.202546,0.193364,0.214107,0.093827,0.050309,0.148971,0.020885,0.057469,0.179177,0.208659,0.062798,0.101903,0.240630,0.163019,0.167144,0.152572,0.049177,0.053292,0.001543,0.000000,0.247377,0.038594,0.068956,0.007922,0.050617,0.016975,0.093870,0.143710,0.028533,0.057737,0.087346,0.007099,0.067263,0.121708,0.059451,0.095350,0.073745,0.276363,0.088220,0.080154,0.221559,0.246520,0.259930,0.000000,0.018519,0.062878,0.206111,0.218534,0.328347,0.193997,0.298796,0.131142,0.157356,0.133050,0.074537,0.093621,0.112616,0.250347,0.043210,0.092181,0.027276,0.040509,0.000000,0.274383,0.116127,0.065085,0.001973,0.478221,0.070455,0.249242,0.000000,0.000000,0.000000,0.085700,0.223251,0.083179,0.141692,0.370525,0.146698,0.180131,0.300579,-0.000000,0.000000,0.026196,0.012153,0.000000,0.000000,0.162037,0.018904,0.000000,0.000000,0.108745,0.151883,0.278592,0.032840,-0.000000,0.087500,0.081019,0.149074,-0.000000,0.063374,0.021713,0.046667,0.000278,0.005185,0.008488,0.013272,-0.000000,0.401132,0.044650,0.000000,0.090021,0.192389,0.032227,0.013863,0.144835,0.161677,0.029527,-0.000000,0.031327,0.258179,0.009722,0.151955,0.096862,0.115316,0.031867,0.093261,0.087140,0.184722,0.009722,0.026898
474,0.132150,0.066795,0.048971,0.000000,0.143853,0.216409,0.202546,0.186343,0.214101,0.089815,0.049794,0.146399,0.018621,0.054012,0.176872,0.197152,0.057469,0.093801,0.241953,0.153690,0.167144,0.150926,0.046605,0.051955,0.001543,0.000000,0.251894,0.037318,0.068956,0.007562,0.050309,0.016358,0.090741,0.144604,0.027863,0.057737,0.083951,0.006790,0.065535,0.121852,0.058557,0.091029,0.072016,0.264660,0.088220,0.077994,0.220586,0.245402,0.259259,0.000000,0.018519,0.063474,0.202546,0.211620,0.327651,0.185728,0.298796,0.127145,0.157356,0.131790,0.061214,0.095062,0.095062,0.253588,0.046091,0.104424,0.027546,0.039969,0.000000,0.300669,0.116667,0.059954,0.001409,0.469203,0.068561,0.221549,0.000000,0.000000,0.000000,0.084979,0.211008,0.084619,0.141692,0.363179,0.144321,0.163117,0.277353,-0.000000,0.000000,0.026736,0.011073,0.000000,0.000000,0.161227,0.019444,0.000000,0.000000,0.087380,0.145185,0.270159,0.029167,-0.000000,0.084619,0.072737,0.137963,-0.000000,0.060494,0.029167,0.045694,0.000278,0.005185,0.004630,0.012346,-0.000000,0.410494,0.025926,0.000000,0.082099,0.194591,0.031147,0.014043,0.143108,0.147274,0.029527,-0.000000,0.030967,0.258179,0.009722,0.149074,0.096862,0.110725,0.029437,0.085880,0.087140,0.181481,0.009722,0.031435
475,0.132150,0.064635,0.048971,0.000000,0.143853,0.196965,0.202546,0.179321,0.214094,0.087037,0.049383,0.144033,0.017593,0.051132,0.171255,0.197124,0.052572,0.084439,0.242928,0.146619,0.162724,0.148971,0.044239,0.050823,0.001852,0.000000,0.254742,0.036139,0.068956,0.007202,0.049691,0.016049,0.087835,0.151309,0.026969,0.057737,0.083025,0.006481,0.063230,0.122716,0.057663,0.086996,0.070288,0.252958,0.088220,0.076157,0.221451,0.241379,0.261494,0.000000,0.018519,0.063995,0.200062,0.205247,0.326923,0.177905,0.299444,0.122068,0.157356,0.131070,0.049331,0.096502,0.079668,0.260880,0.045370,0.120988,0.027816,0.039699,0.000720,0.324074,0.103974,0.055093,0.001409,0.458494,0.063763,0.198274,0.000000,0.000000,0.000000,0.087860,0.200206,0.083539,0.141692,0.356698,0.139136,0.180671,0.254128,-0.000000,0.000000,0.027276,0.009992,0.000000,0.000000,0.159066,0.021605,0.000000,0.000000,0.087380,0.142377,0.259225,0.027870,-0.000000,0.081379,0.064095,0.126543,-0.000000,0.050051,0.023981,0.037593,0.000278,0.002593,0.004630,0.012346,-0.000000,0.421656,0.025926,0.000000,0.075257,0.197147,0.029887,0.013323,0.135857,0.133591,0.029527,-0.000000,0.029527,0.258179,0.009722,0.146193,0.096862,0.110725,0.028356,0.078858,0.087140,0.176890,0.009722,0.035648
476,0.132150,0.058153,0.048971,0.000000,0.143853,0.176440,0.202546,0.162037,0.198825,0.083025,0.046914,0.141872,0.017695,0.048539,0.168230,0.197729,0.048107,0.076337,0.245019,0.138272,0.160466,0.147634,0.042078,0.049486,0.001543,0.000000,0.257884,0.034961,0.068956,0.006842,0.049074,0.015741,0.084930,0.160026,0.026596,0.057737,0.080247,0.006173,0.061358,0.123004,0.056843,0.089300,0.068560,0.243776,0.088220,0.074429,0.222531,0.237692,0.251102,0.000000,0.018519,0.064442,0.195957,0.202006,0.324804,0.170530,0.300093,0.120448,0.157356,0.129270,0.048251,0.098302,0.069406,0.251427,0.059774,0.132870,0.026736,0.039429,0.000720,0.346039,0.096952,0.053472,0.001409,0.442432,0.058965,0.176473,0.000000,0.000000,0.000000,0.083539,0.187963,0.086420,0.141692,0.352593,0.133951,0.161767,0.231173,-0.000000,0.000000,0.027816,0.009182,0.000000,0.000000,0.156366,0.019715,0.000000,0.000000,0.062894,0.138272,0.246424,0.024414,-0.000000,0.078498,0.058693,0.122994,-0.000000,0.039249,0.022037,0.042778,0.000278,0.002593,0.004630,0.012346,-0.000000,0.431184,0.032407,0.000000,0.066975,0.199026,0.028807,0.013503,0.130413,0.122788,0.029527,-0.000000,0.030247,0.258179,0.009722,0.149074,0.096862,0.109915,0.027006,0.072917,0.087140,0.171759,0.009722,0.040509
477,0.132150,0.052032,0.048971,0.000000,0.143853,0.157896,0.202546,0.144753,0.183333,0.076235,0.044342,0.140123,0.015741,0.045082,0.164486,0.196703,0.044218,0.068416,0.245747,0.130612,0.155457,0.145782,0.039609,0.048251,0.001852,0.000000,0.262107,0.033979,0.068956,0.006301,0.041975,0.015432,0.079678,0.166954,0.026000,0.057737,0.079630,0.005864,0.059198,0.119115,0.056024,0.085412,0.066831,0.236034,0.088220,0.073241,0.222963,0.234227,0.254119,0.000000,0.018519,0.064889,0.193148,0.201790,0.320556,0.163602,0.300957,0.116451,0.157356,0.126929,0.049331,0.101903,0.063465,0.237114,0.043930,0.150874,0.025386,0.039429,0.000720,0.366924,0.090741,0.049961,0.000845,0.422705,0.054924,0.164394,0.000000,0.000000,0.000000,0.086420,0.182442,0.089480,0.141692,0.349568,0.130062,0.176890,0.214969,-0.000000,0.000000,0.027816,0.008372,0.000000,0.000000,0.151948,0.022955,0.000000,0.000000,0.054973,0.138920,0.231915,0.024414,-0.000000,0.080658,0.052572,0.111883,-0.000000,0.050051,0.022037,0.035648,0.000278,0.002593,0.004630,0.008951,-0.000000,0.412514,0.032407,0.000000,0.068776,0.198105,0.027726,0.012783,0.121978,0.097942,0.029527,-0.000000,0.030607,0.258179,0.009722,0.152315,0.096862,0.093171,0.025656,0.065715,0.087140,0.166628,0.009722,0.044398
478,0.132150,0.048611,0.048971,0.000000,0.143853,0.140972,0.202546,0.129810,0.168056,0.070370,0.041667,0.137449,0.015432,0.042058,0.160165,0.186379,0.040761,0.061574,0.246265,0.124916,0.153297,0.144239,0.037346,0.047222,0.001235,0.000000,0.264071,0.032015,0.068956,0.005761,0.034877,0.015123,0.074537,0.172765,0.025404,0.057737,0.078395,0.005556,0.058333,0.115226,0.056396,0.081811,0.061502,0.212989,0.088220,0.068704,0.224043,0.230428,0.244620,0.000000,0.018519,0.065187,0.190988,0.192824,0.316135,0.157008,0.300633,0.109861,0.157356,0.131250,0.035648,0.106584,0.053472,0.254668,0.056893,0.166718,0.024576,0.039429,0.002160,0.377366,0.083179,0.044290,0.000845,0.402697,0.051010,0.151136,0.000000,0.000000,0.000000,0.051852,0.171879,0.082099,0.141692,0.306574,0.125741,0.156366,0.181481,-0.000000,0.000000,0.027816,0.007292,0.000000,0.000000,0.150590,0.021065,0.000000,0.000000,0.051852,0.135895,0.218262,0.018580,-0.000000,0.079578,0.041409,0.101543,-0.000000,0.039969,0.022037,0.031759,0.000278,-0.000000,0.004630,0.008951,-0.000000,0.399108,0.032407,0.000000,0.068776,0.194167,0.026826,0.012243,0.116609,0.077778,0.029527,-0.000000,0.029527,0.258179,0.009722,0.146914,0.096862,0.079668,0.024846,0.058873,0.087140,0.165818,0.009722,0.046991
479,0.132150,0.045190,0.048971,0.000000,0.143853,0.126209,0.202546,0.127469,0.152778,0.064506,0.039609,0.135082,0.015432,0.039033,0.156276,0.191117,0.037737,0.055273,0.245348,0.118140,0.152315,0.142490,0.035082,0.046193,0.001543,0.000000,0.265741,0.030247,0.068956,0.005401,0.028704,0.014815,0.069732,0.178799,0.025032,0.057737,0.075617,0.004630,0.053580,0.111626,0.054012,0.095782,0.056605,0.194444,0.088220,0.064275,0.225015,0.227746,0.233892,0.000000,0.018519,0.065485,0.186991,0.189907,0.312627,0.150750,0.297824,0.103272,0.157356,0.135751,0.036728,0.114506,0.049151,0.250617,0.041049,0.193004,0.022955,0.039429,0.002160,0.389969,0.088850,0.037539,0.000845,0.381562,0.047601,0.124621,0.000000,0.000000,0.000000,0.034568,0.175480,0.073817,0.141692,0.271358,0.125093,0.172840,0.158526,-0.000000,0.000000,0.027816,0.006481,0.000000,0.000000,0.145184,0.024306,0.000000,0.000000,0.044650,0.131142,0.204627,0.018580,-0.000000,0.078858,0.034568,0.093981,-0.000000,0.032047,0.034352,0.039537,0.000278,-0.000000,0.004630,0.008951,-0.000000,0.397798,0.021605,0.000000,0.058693,0.186863,0.025026,0.011703,0.110410,0.065895,0.029527,-0.000000,0.028086,0.258179,0.009722,0.143313,0.096862,0.072917,0.024035,0.052572,0.087140,0.160957,0.009722,0.047963
480,0.132150,0.042130,0.048971,0.000000,0.143853,0.113066,0.202546,0.114866,0.138735,0.058642,0.037243,0.133128,0.013889,0.036296,0.152243,0.191937,0.034568,0.052572,0.242871,0.111364,0.146914,0.139609,0.032922,0.045473,0.001235,0.000000,0.268098,0.028479,0.068956,0.005041,0.023457,0.014815,0.065150,0.184610,0.024436,0.057737,0.075309,0.004012,0.048971,0.108457,0.051628,0.094342,0.053004,0.174820,0.088220,0.060170,0.225772,0.223052,0.237021,0.000000,0.018519,0.065709,0.180401,0.189151,0.308325,0.144604,0.297932,0.096682,0.157356,0.140612,0.022685,0.120267,0.049151,0.248457,0.041770,0.211728,0.020795,0.039429,0.003601,0.394650,0.077238,0.037269,0.000845,0.359581,0.044444,0.103409,0.000000,0.000000,0.000000,0.020165,0.162997,0.066435,0.141692,0.236358,0.120772,0.153125,0.132870,-0.000000,0.000000,0.027816,0.006211,0.000000,0.000000,0.146679,0.017014,0.000000,0.000000,0.038409,0.126389,0.193245,0.014043,-0.000000,0.077418,0.027366,0.085648,-0.000000,0.039249,0.034352,0.029491,0.000278,-0.000000,0.004630,0.008951,-0.000000,0.396711,0.021605,0.000000,0.051132,0.176052,0.023945,0.011163,0.103971,0.052212,0.029887,-0.000000,0.027006,0.258179,0.009722,0.141512,0.096862,0.062654,0.024306,0.047351,0.087140,0.154205,0.009722,0.047963
