Time,Subsystem 0,Subsystem 1,Subsystem 2,Subsystem 3,Subsystem 4,Subsystem 5,Subsystem 6,Subsystem 7,Subsystem 8,Subsystem 9,Subsystem 10,Subsystem 11,Subsystem 12,Subsystem 13,Subsystem 14,Subsystem 15,Subsystem 16,Subsystem 17,Subsystem 18,Subsystem 19,Subsystem 20,Subsystem 21,Subsystem 22,Subsystem 23,Subsystem 24,Subsystem 25,Subsystem 26,Subsystem 27,Subsystem 28,Subsystem 29,Subsystem 30,Subsystem 31,Subsystem 32,Subsystem 33,Subsystem 34,Subsystem 35,Subsystem 36,Subsystem 37,Subsystem 38,Subsystem 39,Subsystem 40,Subsystem 41,Subsystem 42,Subsystem 43,Subsystem 44,Subsystem 45,Subsystem 46,Subsystem 47,Subsystem 48,Subsystem 49,Subsystem 50,Subsystem 51,Subsystem 52,Subsystem 53,Subsystem 54,Subsystem 55,Subsystem 56,Subsystem 57,Subsystem 58,Subsystem 59,Subsystem 60,Subsystem 61,Subsystem 62,Subsystem 63,Subsystem 64,Subsystem 65,Subsystem 66,Subsystem 67,Subsystem 68,Subsystem 69,Subsystem 70,Subsystem 71,Subsystem 72,Subsystem 73,Subsystem 74,Subsystem 75,Subsystem 76,Subsystem 77,Subsystem 78,Subsystem 79,Subsystem 80,Subsystem 81,Subsystem 82,Subsystem 83,Subsystem 84,Subsystem 85,Subsystem 86,Subsystem 87,Subsystem 88,Subsystem 89,Subsystem 90,Subsystem 91,Subsystem 92,Subsystem 93,Subsystem 94,Subsystem 95,Subsystem 96,Subsystem 97,Subsystem 98,Subsystem 99,Subsystem 100,Subsystem 101,Subsystem 102,Subsystem 103,Subsystem 104,Subsystem 105,Subsystem 106,Subsystem 107,Subsystem 108,Subsystem 109,Subsystem 110,Subsystem 111,Subsystem 112,Subsystem 113,Subsystem 114,Subsystem 115,Subsystem 116,Subsystem 117,Subsystem 118,Subsystem 119,Subsystem 120,Subsystem 121,Subsystem 122,Subsystem 123,Subsystem 124,Subsystem 125,Subsystem 126,Subsystem 127,Subsystem 128,Subsystem 129,Subsystem 130,Subsystem 131,Subsystem 132,Subsystem 133,Subsystem 134,Subsystem 135,Subsystem 136
11,0.098302,0.000000,0.036548,0.000000,0.108385,0.005041,0.158976,0.000180,0.002315,0.000154,0.004630,0.016152,0.000000,0.000000,0.003601,0.050412,0.008642,0.000000,0.187783,0.001375,0.028872,0.034877,0.000206,0.000000,0.000000,0.000000,0.064618,0.000393,0.054192,0.000000,0.000617,0.000309,0.000335,0.011734,0.000000,0.016539,0.000617,0.001852,0.000000,0.015988,0.000000,0.030967,0.000288,0.000000,0.067515,0.001404,0.020093,0.024250,0.010393,0.000000,0.020370,0.001788,0.011019,0.000864,0.040006,0.000447,0.028086,0.001944,0.117567,0.000540,0.001800,0.007202,0.000810,0.017824,0.001440,0.000000,0.000000,0.031867,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005041,0.000000,0.000000,0.108745,0.003025,0.027006,0.044290,0.000000,0.000000,0.000000,0.022685,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025494,0.022685,0.049907,0.001080,0.003241,0.008642,0.001440,0.002160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003601,0.000000,0.111626,0.000000,0.014403,0.005401,0.174640,0.000000,0.014403,0.000000,0.013323,0.016924,0.000000,0.000000,0.258179,0.002160,0.000000,0.075077,0.001620,0.000000,0.000000,0.065535,0.006211,0.000000,0.000000
12,0.103704,0.000000,0.038889,0.000000,0.112166,0.005041,0.173020,0.000180,0.003241,0.000154,0.006379,0.017181,0.000000,0.000000,0.003745,0.056749,0.011091,0.000000,0.192824,0.001669,0.029167,0.036728,0.000309,0.000000,0.000000,0.000000,0.070609,0.000393,0.055813,0.000000,0.001235,0.000309,0.000447,0.012851,0.000000,0.016986,0.000617,0.002778,0.000000,0.017140,0.000000,0.034856,0.000288,0.000000,0.069856,0.002052,0.021281,0.026149,0.010951,0.000000,0.020370,0.002235,0.011667,0.000972,0.042241,0.000782,0.028086,0.002377,0.124588,0.001080,0.002521,0.007202,0.002160,0.018634,0.001800,0.000000,0.000000,0.032407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005041,0.000000,0.000000,0.118287,0.004321,0.027870,0.044290,0.000000,0.000000,0.000000,0.022685,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028519,0.025926,0.057685,0.001080,0.003241,0.011523,0.002881,0.002881,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004321,0.000000,0.127469,0.000000,0.015844,0.005401,0.188323,0.000000,0.015844,0.000000,0.015123,0.016924,0.000000,0.000000,0.258179,0.002160,0.000000,0.081739,0.002431,0.000000,0.000000,0.068416,0.007292,0.000000,0.000000
13,0.106764,0.000000,0.040149,0.000000,0.119367,0.005041,0.176620,0.000360,0.004784,0.000309,0.007613,0.018004,0.000000,0.000000,0.003889,0.056749,0.011091,0.007202,0.197145,0.002259,0.032113,0.038786,0.000309,0.000000,0.000000,0.000000,0.075617,0.000589,0.058333,0.000180,0.001235,0.000309,0.000447,0.013745,0.000000,0.018252,0.001235,0.002778,0.000000,0.017716,0.000000,0.034856,0.000432,0.000000,0.072197,0.002701,0.022469,0.027155,0.011510,0.000000,0.020370,0.002682,0.012315,0.000972,0.045147,0.000894,0.031219,0.003025,0.127829,0.002341,0.002881,0.010082,0.002431,0.018634,0.001800,0.000000,0.000000,0.035648,0.000360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005041,0.000000,0.000000,0.122428,0.003889,0.031327,0.044290,0.000000,0.000000,0.000000,0.025386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028519,0.025926,0.071296,0.002160,0.006481,0.011523,0.003241,0.002881,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006481,0.000000,0.143673,0.000000,0.017284,0.010802,0.188323,0.000000,0.016384,0.002521,0.017644,0.016924,0.000000,0.000000,0.258179,0.002160,0.000360,0.083359,0.002701,0.000000,0.000000,0.070576,0.008102,0.000000,0.000000
14,0.109825,0.000900,0.041590,0.000000,0.123868,0.010082,0.180761,0.000360,0.006481,0.000309,0.009568,0.019033,0.000000,0.000000,0.004033,0.063086,0.011523,0.007202,0.212269,0.002848,0.035354,0.040432,0.000412,0.000000,0.000000,0.000000,0.078760,0.000491,0.059774,0.000360,0.001235,0.000926,0.000782,0.014416,0.000000,0.019966,0.001235,0.003395,0.000000,0.018436,0.000000,0.038745,0.000576,0.000720,0.074177,0.003565,0.023657,0.028608,0.012069,0.000000,0.020370,0.003129,0.012963,0.001080,0.047382,0.001117,0.031327,0.003457,0.131070,0.002881,0.004321,0.010802,0.001620,0.018634,0.002521,0.000000,0.000000,0.035648,0.000360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005041,0.000000,0.000000,0.126029,0.007562,0.032623,0.044290,0.000000,0.000000,0.000000,0.024576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028519,0.025926,0.069784,0.001080,0.003961,0.016564,0.004681,0.003961,0.000000,0.000000,0.000000,0.000000,0.000648,0.000000,0.009362,0.000000,0.157356,0.000000,0.020885,0.005401,0.188323,0.000000,0.017824,0.002521,0.020165,0.016924,0.000000,0.000000,0.258179,0.003241,0.000360,0.085520,0.003511,0.000000,0.000000,0.072377,0.009182,0.000000,0.000000
15,0.112346,0.000900,0.043930,0.000000,0.126929,0.010082,0.194805,0.001800,0.008488,0.000463,0.011214,0.019856,0.000000,0.000000,0.004177,0.063086,0.013971,0.007202,0.217310,0.003535,0.035354,0.042695,0.000412,0.000000,0.000000,0.000000,0.083179,0.000687,0.061574,0.000360,0.003395,0.000617,0.001006,0.015645,0.000000,0.020115,0.001543,0.004012,0.000000,0.019156,0.000000,0.038745,0.000576,0.001800,0.076878,0.004429,0.024630,0.030061,0.012739,0.000000,0.020370,0.003129,0.013611,0.001080,0.049729,0.001453,0.034460,0.004105,0.133410,0.002341,0.005761,0.012963,0.003511,0.018634,0.002881,0.000000,0.000000,0.035648,0.000720,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006481,0.000000,0.000000,0.133591,0.008426,0.035864,0.044560,0.000270,0.000000,0.000000,0.025386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028519,0.025926,0.081019,0.002160,0.004681,0.015844,0.005761,0.003601,0.000000,0.000648,0.000000,0.000000,0.000648,0.000000,0.007562,0.000000,0.169599,0.000000,0.020885,0.005401,0.188323,0.001440,0.018004,0.002521,0.022325,0.016924,0.000000,0.000000,0.258179,0.003241,0.000360,0.087140,0.004051,0.000000,0.000000,0.074897,0.011073,0.000000,0.000000
16,0.117927,0.000900,0.045190,0.000000,0.129090,0.010082,0.195705,0.001800,0.010340,0.000463,0.013169,0.020885,0.000103,0.000144,0.004321,0.069424,0.013971,0.007202,0.220370,0.004125,0.038594,0.044342,0.000412,0.000000,0.000000,0.000000,0.086027,0.000786,0.062474,0.000360,0.003395,0.000926,0.001229,0.016427,0.000000,0.021679,0.001852,0.005247,0.000000,0.019733,0.000000,0.042634,0.000576,0.001800,0.078858,0.005617,0.026142,0.031513,0.013298,0.000000,0.020370,0.004023,0.014259,0.001188,0.052299,0.001676,0.034460,0.004753,0.140972,0.002881,0.006481,0.016204,0.004861,0.018634,0.003601,0.000000,0.000000,0.035648,0.000720,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007202,0.000000,0.000000,0.134491,0.010370,0.038673,0.044560,0.000270,0.000000,0.000000,0.024576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028519,0.025926,0.088580,0.002160,0.007202,0.018004,0.007202,0.003961,0.000000,0.000648,0.000000,0.000000,0.002593,0.000000,0.009722,0.000000,0.182202,0.000000,0.021605,0.010802,0.188323,0.001440,0.018364,0.005041,0.024846,0.016924,0.000000,0.000000,0.258179,0.004321,0.001800,0.092181,0.005131,0.000000,0.000000,0.076337,0.012693,0.000810,0.000648
17,0.119547,0.000900,0.045370,0.000000,0.134851,0.010082,0.196605,0.001620,0.011574,0.000463,0.015329,0.021708,0.000206,0.000144,0.004465,0.069424,0.014403,0.014403,0.221631,0.005107,0.038594,0.046605,0.000412,0.000000,0.000000,0.000000,0.090741,0.000786,0.063194,0.000360,0.002778,0.001235,0.001564,0.017209,0.000000,0.022424,0.002469,0.005247,0.000000,0.020165,0.000000,0.042634,0.000864,0.001800,0.079938,0.006373,0.026898,0.032966,0.013969,0.000000,0.020370,0.004917,0.014907,0.001296,0.054087,0.001900,0.037593,0.005509,0.144213,0.003601,0.007922,0.020885,0.005131,0.018634,0.003961,0.000000,0.000000,0.035648,0.000720,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007202,0.000000,0.000000,0.135751,0.012099,0.042562,0.044560,0.000540,0.000000,0.000000,0.025386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028519,0.025926,0.095710,0.002521,0.006481,0.020165,0.008642,0.004321,0.000000,0.001296,0.000000,0.000000,0.003241,0.000000,0.012243,0.000000,0.195165,0.000000,0.023045,0.010802,0.188323,0.002881,0.018364,0.002521,0.027726,0.016924,0.000000,0.000000,0.258179,0.004321,0.001440,0.092721,0.005671,0.000000,0.000000,0.077778,0.013773,0.000810,0.000648
18,0.120988,0.000900,0.046631,0.000000,0.139352,0.010082,0.198405,0.001800,0.013117,0.000463,0.017593,0.022222,0.000206,0.000288,0.004609,0.069856,0.014835,0.014403,0.222351,0.005598,0.039576,0.048251,0.000514,0.000000,0.000000,0.000000,0.093294,0.000982,0.065715,0.000720,0.003395,0.001543,0.001900,0.018439,0.000149,0.023393,0.002469,0.006481,0.000144,0.020453,0.000000,0.042922,0.000720,0.001800,0.080838,0.007670,0.028519,0.034419,0.014527,0.000000,0.020370,0.005364,0.015556,0.001404,0.055763,0.002235,0.038349,0.006157,0.145113,0.004141,0.008282,0.018724,0.006481,0.018634,0.004321,0.000000,0.000000,0.035648,0.001080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007202,0.000000,0.000000,0.137731,0.014043,0.047531,0.044560,0.000810,0.000000,0.000000,0.024576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028951,0.025926,0.105648,0.002521,0.008282,0.025206,0.010442,0.006481,0.000000,0.001296,0.000000,0.000000,0.004537,0.000000,0.013323,0.000360,0.204887,0.000000,0.023765,0.010802,0.188323,0.003421,0.018364,0.002521,0.030607,0.016924,0.000000,0.000000,0.258179,0.005401,0.002881,0.093801,0.006211,0.000000,0.000000,0.079578,0.014583,0.000810,0.000648
19,0.122608,0.001800,0.048971,0.000000,0.142413,0.015123,0.198945,0.001800,0.014815,0.000617,0.019650,0.022737,0.000309,0.000432,0.004753,0.075761,0.024486,0.014403,0.222891,0.006285,0.041835,0.050514,0.000514,0.000000,0.000000,0.000000,0.095455,0.000884,0.066075,0.000540,0.005556,0.001852,0.002235,0.019221,0.000223,0.024063,0.003086,0.007407,0.000144,0.021173,0.000000,0.046523,0.000864,0.002881,0.081559,0.009074,0.029383,0.034866,0.015310,0.000000,0.020370,0.006258,0.016420,0.001512,0.058222,0.002570,0.039213,0.007130,0.146193,0.004141,0.009722,0.024126,0.008102,0.018634,0.005041,0.000000,0.000000,0.035648,0.001080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007202,0.000000,0.000000,0.139352,0.017068,0.051636,0.045100,0.001080,0.000000,0.000000,0.025386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028951,0.025926,0.113426,0.003601,0.010082,0.025206,0.012963,0.005401,0.000000,0.001296,0.000000,0.000000,0.003889,0.000000,0.015484,0.000360,0.231893,0.000000,0.023765,0.010802,0.188323,0.004861,0.018364,0.005041,0.033128,0.016924,0.000000,0.000000,0.258179,0.005401,0.003601,0.094882,0.006752,0.000000,0.000000,0.080838,0.015394,0.001620,0.000648
20,0.124048,0.001800,0.048971,0.000000,0.142773,0.015123,0.199306,0.003421,0.017284,0.000772,0.021811,0.023560,0.000412,0.000576,0.007346,0.075761,0.034568,0.014403,0.223431,0.007071,0.042817,0.052160,0.000514,0.000000,0.000000,0.000000,0.098302,0.001080,0.066435,0.000540,0.004012,0.001852,0.002682,0.020003,0.000223,0.025106,0.003704,0.008025,0.000288,0.021749,0.000000,0.046523,0.001152,0.002881,0.082639,0.010262,0.031003,0.036207,0.015533,0.000000,0.020370,0.006705,0.017068,0.001620,0.059227,0.002570,0.041481,0.008210,0.147454,0.005221,0.010802,0.020525,0.007562,0.018634,0.005401,0.000000,0.000000,0.035648,0.001440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031687,0.000000,0.000000,0.141332,0.016636,0.054444,0.045100,0.001890,0.000000,0.000000,0.024576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028951,0.025926,0.119043,0.003961,0.012603,0.028086,0.014403,0.006121,0.000000,0.001944,0.000648,0.000000,0.004537,0.000000,0.017284,0.000720,0.234414,0.000000,0.025926,0.016204,0.188323,0.003421,0.018364,0.005041,0.036008,0.016924,0.000000,0.000000,0.258179,0.005401,0.003241,0.095962,0.007292,0.000000,0.000000,0.081739,0.016204,0.001620,0.001296
21,0.126569,0.001800,0.048971,0.000000,0.142953,0.015123,0.199666,0.003421,0.018981,0.000772,0.023868,0.024074,0.000514,0.000576,0.007202,0.075761,0.042202,0.014403,0.224151,0.007955,0.045076,0.054424,0.000514,0.000000,0.000000,0.000000,0.100856,0.000982,0.067155,0.000540,0.003395,0.002469,0.002905,0.020674,0.000372,0.025702,0.004012,0.008951,0.000288,0.022037,0.000000,0.046523,0.001152,0.002881,0.083539,0.012315,0.031759,0.037101,0.015868,0.000000,0.020370,0.007599,0.017716,0.001620,0.062915,0.002905,0.042994,0.008858,0.149434,0.004681,0.011883,0.021605,0.009182,0.018634,0.005761,0.000000,0.000000,0.035648,0.001440,0.000000,0.000000,0.000000,0.000282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.053292,0.000000,0.000000,0.141692,0.020093,0.058333,0.045370,0.002431,0.000000,0.000000,0.025386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.029815,0.025926,0.122716,0.005041,0.012603,0.030967,0.016564,0.007922,0.000000,0.002593,0.000972,0.000000,0.006481,0.000000,0.018004,0.001080,0.240535,0.000000,0.025206,0.010802,0.188323,0.004861,0.018364,0.005041,0.038889,0.016924,0.000000,0.000000,0.258179,0.005401,0.004321,0.096862,0.008642,0.000000,0.000000,0.084259,0.017014,0.001620,0.000648
22,0.128009,0.001800,0.048971,0.000000,0.143133,0.015123,0.200026,0.003601,0.020370,0.000926,0.026543,0.024588,0.000617,0.000432,0.007058,0.075761,0.050267,0.014403,0.236754,0.008937,0.045665,0.056070,0.000926,0.000000,0.000000,0.000000,0.102918,0.001178,0.068956,0.000900,0.005556,0.003086,0.003464,0.021679,0.000372,0.026820,0.004630,0.009568,0.000432,0.022325,0.000000,0.046523,0.001440,0.002881,0.083899,0.013179,0.032191,0.037883,0.016092,0.000000,0.020370,0.008046,0.018688,0.001944,0.064591,0.003352,0.045370,0.009614,0.149794,0.005761,0.012243,0.027006,0.008102,0.018634,0.006481,0.000000,0.000810,0.035648,0.002160,0.000000,0.000000,0.000000,0.000282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.079938,0.000000,0.000000,0.141692,0.019228,0.062870,0.045100,0.003241,0.000000,0.000000,0.024576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.029815,0.025926,0.125741,0.003961,0.013323,0.033848,0.019444,0.008642,0.000000,0.002593,0.001296,0.000000,0.007778,0.000000,0.019444,0.000720,0.256739,0.000000,0.025206,0.016204,0.188323,0.005401,0.018364,0.010082,0.041049,0.016924,0.000000,0.000000,0.258179,0.005401,0.004321,0.096862,0.009182,0.000000,0.001260,0.085159,0.017554,0.001620,0.001296
23,0.132150,0.001800,0.048971,0.000000,0.143313,0.020165,0.202546,0.003421,0.022222,0.000926,0.028807,0.025412,0.000617,0.001152,0.006914,0.075761,0.057181,0.021605,0.236754,0.009820,0.048316,0.058436,0.001029,0.000000,0.000000,0.000000,0.105962,0.001080,0.068956,0.000720,0.005556,0.003395,0.003799,0.022126,0.000372,0.027341,0.005247,0.010494,0.000576,0.022613,0.000000,0.046523,0.001440,0.003601,0.084259,0.015664,0.033488,0.038889,0.016651,0.000000,0.020370,0.008940,0.019336,0.001836,0.065374,0.003464,0.046235,0.010478,0.150334,0.006481,0.012603,0.027726,0.009182,0.018904,0.007202,0.000000,0.000810,0.035648,0.002160,0.000000,0.000000,0.000000,0.000282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.053292,0.000000,0.000000,0.141692,0.020957,0.067407,0.045370,0.004321,0.000000,0.000000,0.025386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030679,0.025926,0.128549,0.006481,0.014043,0.036728,0.024486,0.010442,0.000000,0.003565,0.001620,0.000000,0.009722,0.000000,0.021245,0.001800,0.259619,0.000000,0.025206,0.016204,0.188323,0.003961,0.018364,0.010082,0.042490,0.016924,0.000000,0.000000,0.258179,0.005401,0.005401,0.096862,0.009722,0.000000,0.001260,0.085700,0.017554,0.002431,0.001296
24,0.132150,0.001800,0.048971,0.000000,0.143853,0.015123,0.202546,0.003241,0.023148,0.001080,0.030658,0.025926,0.000823,0.001296,0.009362,0.075617,0.064383,0.021605,0.236754,0.010802,0.048906,0.059053,0.001235,0.000000,0.000000,0.000000,0.108516,0.002259,0.068956,0.000720,0.006173,0.004012,0.004023,0.022573,0.000521,0.028533,0.005556,0.011111,0.000432,0.023333,0.000000,0.046523,0.001728,0.003601,0.086240,0.017176,0.034244,0.039671,0.016874,0.000000,0.020370,0.009387,0.019444,0.002052,0.067385,0.003911,0.048503,0.011343,0.150694,0.007562,0.013683,0.028086,0.009452,0.018904,0.007562,0.000000,0.001620,0.035648,0.002521,0.000000,0.000000,0.000000,0.000564,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.080658,0.000000,0.000000,0.141692,0.024630,0.073241,0.045370,0.005401,0.000000,0.000000,0.024576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030679,0.025926,0.131142,0.005041,0.014763,0.036728,0.026646,0.010442,0.000000,0.003889,0.002593,0.001296,0.011019,0.000000,0.022325,0.001800,0.262140,0.000000,0.025206,0.021605,0.188323,0.005401,0.018364,0.015123,0.045010,0.016924,0.000000,0.000000,0.258179,0.005401,0.006121,0.096862,0.010262,0.000000,0.001260,0.085880,0.019174,0.001620,0.001944
25,0.132150,0.002701,0.048971,0.000000,0.143853,0.020165,0.202546,0.003241,0.025309,0.001080,0.032613,0.026440,0.000823,0.001296,0.009362,0.075329,0.072016,0.021605,0.236754,0.011883,0.049397,0.060597,0.001235,0.000000,0.000000,0.000000,0.110087,0.002357,0.068956,0.001080,0.006173,0.004938,0.004470,0.022797,0.000596,0.028980,0.005864,0.011728,0.000864,0.023333,0.000000,0.046523,0.001584,0.002881,0.086420,0.018904,0.034460,0.040118,0.017209,0.000000,0.020370,0.010281,0.019985,0.001944,0.069173,0.004023,0.049259,0.012207,0.151235,0.006301,0.014403,0.028447,0.010802,0.019174,0.007922,0.000000,0.001620,0.035648,0.003241,0.000000,0.000000,0.000000,0.000564,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.054733,0.000000,0.000000,0.141692,0.026574,0.078858,0.045370,0.006481,0.000000,0.000000,0.025386,0.000270,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.033056,0.025926,0.134167,0.006121,0.015484,0.036728,0.028807,0.011523,0.000000,0.004213,0.002917,0.001296,0.011667,0.000000,0.023045,0.001440,0.263940,0.000000,0.025206,0.021605,0.188323,0.005401,0.018364,0.015123,0.046451,0.016924,0.000000,0.001080,0.258179,0.005401,0.007202,0.096862,0.010802,0.000000,0.002521,0.086420,0.019985,0.002431,0.001296
26,0.132150,0.002701,0.048971,0.000000,0.143853,0.020165,0.202546,0.004861,0.027160,0.001235,0.036008,0.027366,0.000926,0.001440,0.009362,0.075041,0.082963,0.021605,0.236754,0.013061,0.051655,0.061420,0.001337,0.000000,0.000000,0.000000,0.113721,0.002259,0.068956,0.000900,0.005556,0.005864,0.005029,0.023579,0.000596,0.030247,0.008642,0.012037,0.001152,0.023333,0.000000,0.046523,0.002016,0.004681,0.086600,0.020957,0.034784,0.041012,0.017321,0.000000,0.020370,0.010728,0.020957,0.002377,0.071185,0.004470,0.049259,0.013503,0.157356,0.008102,0.015123,0.028807,0.010802,0.019174,0.009002,0.000000,0.002431,0.035648,0.003961,0.000000,0.000000,0.000000,0.000564,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.082099,0.000000,0.000000,0.141692,0.028086,0.084907,0.044830,0.007562,0.000000,0.000000,0.024576,0.000270,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.033056,0.025926,0.143673,0.005041,0.015484,0.036728,0.034568,0.011163,0.000000,0.004537,0.003889,0.001296,0.013611,0.000000,0.023765,0.002881,0.264660,0.000000,0.025206,0.027006,0.188323,0.006842,0.018364,0.020165,0.052212,0.016924,0.000000,0.001080,0.258179,0.005761,0.007922,0.096862,0.011073,0.000810,0.002521,0.087140,0.020525,0.003241,0.001944
27,0.132150,0.001800,0.048971,0.000000,0.143853,0.025206,0.202546,0.004861,0.028086,0.001235,0.040021,0.027881,0.000823,0.001296,0.011811,0.074753,0.083827,0.028807,0.236754,0.014043,0.052048,0.061626,0.001543,0.000000,0.000000,0.000000,0.116274,0.003437,0.068956,0.001080,0.013889,0.006481,0.005140,0.024026,0.000596,0.030694,0.008951,0.012654,0.001296,0.023477,0.000000,0.046523,0.001872,0.004681,0.088220,0.023009,0.035972,0.041012,0.017545,0.000000,0.020370,0.011175,0.020957,0.002269,0.072973,0.004582,0.049907,0.014259,0.157356,0.008102,0.015484,0.028807,0.011073,0.019715,0.009722,0.000000,0.002431,0.035648,0.004321,0.000000,0.000000,0.000000,0.000845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.054733,0.000000,0.000000,0.141692,0.029599,0.090525,0.044830,0.008102,0.000000,0.000000,0.025386,0.000270,0.000000,0.000000,0.000000,0.000270,0.000000,0.000000,0.000000,0.033056,0.025926,0.148426,0.008282,0.015484,0.036728,0.036008,0.012243,0.000000,0.004861,0.004861,0.001296,0.013611,0.000000,0.025206,0.002881,0.265741,0.000000,0.025206,0.027006,0.188323,0.007382,0.018364,0.022685,0.052572,0.016924,0.000000,0.001080,0.258179,0.005761,0.008642,0.096862,0.011613,0.000810,0.002521,0.087140,0.021065,0.003241,0.001944
28,0.132150,0.002701,0.048971,0.000000,0.143853,0.025206,0.202546,0.003601,0.029012,0.001543,0.041667,0.028395,0.001646,0.002160,0.012099,0.074465,0.094342,0.021605,0.236754,0.015025,0.052343,0.064506,0.001749,0.000000,0.000000,0.000000,0.117354,0.003437,0.068956,0.001080,0.011111,0.007407,0.005364,0.024585,0.000670,0.031960,0.008951,0.014506,0.001584,0.023477,0.000000,0.046523,0.002016,0.003601,0.088220,0.025170,0.036188,0.042465,0.017992,0.000000,0.020370,0.011622,0.021281,0.002377,0.074090,0.005029,0.050015,0.015988,0.157356,0.009182,0.015844,0.029167,0.009722,0.019985,0.010442,0.000000,0.003241,0.035648,0.004681,0.000000,0.000000,0.000000,0.001127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.082099,0.000000,0.000000,0.141692,0.031111,0.095062,0.046451,0.009722,0.000000,0.000000,0.024576,0.000270,0.000000,0.000000,0.000000,0.000270,0.000000,0.000000,0.000000,0.035216,0.025926,0.148426,0.008282,0.015484,0.036728,0.037809,0.012243,0.000000,0.006481,0.006157,0.001296,0.015556,0.000000,0.025206,0.003241,0.267541,0.000000,0.025206,0.027006,0.188323,0.007382,0.018364,0.027726,0.057253,0.016924,0.000000,0.002160,0.258179,0.005761,0.009362,0.096862,0.012153,0.000810,0.003781,0.087140,0.021335,0.004051,0.002593
